ServerName,InstanceName,DatabaseEngine,Version,Environment,Location 
ShakolySmart tech,SQLDeveloper,SQL Server,Microsoft SQL Server 2022 (RTM-GDR) (KB5058712) - 16.0.1140.6 (X64)   Jun 19 2025 11:40:25   Copyright (C) 2022 Microsoft Corporation  Developer Edition (64-bit) on Windows 10 Pro 10.0 <X64> (Build 26100: ) (Hypervisor) ,Developer,Local Workstation
